messageKey,,en,de,es,fr,pt,ru,zh_CN
material.good.geneticsample,Biological Sample,Biological Sample,Biologische Probe,Muestra biológica,Échantillons biologiques,Amostra biológica,Биологический образец,Biological Sample
material.good.gmeds,G-Meds,G-Meds,G-Medizin,Medicinas G,Traitement gravitationnel,G-Médios,G-препараты,G-Meds
material.good.healthmonitor,Health Monitor,Health Monitor,Gesundheitsmonitor,Monitor de salud,Moniteur médical,Monitor de Saúde,Монитор здоровья,Health Monitor
material.good.hush,Hush,Hush,Schnurr,Hush,Chut,Silêncio,Тишина,Hush
material.good.inertiacanister,Inertia Canister,Inertia Canister,Trägheits-Container,Contenedor de inercia,Conteneur inertiel,Contêiner Inerte,Инертный контейнер,Inertia Canister
material.good.infinity,Infinity,Infinity,Unendlichkeit,Infinity,Infini,Infinidade,Infinity,Infinity
material.good.inorganiccontaminant,Inorganic Contaminant,Inorganic Contaminant,Anorganischer Schadstoff,P. contaminante inorgánico,Contaminant inorganique,Contaminante inorgânico,Неорганический контаминант,Inorganic Contaminant
material.good.insight,Insight,Insight,Insight,Insight,Insight,Insight,Insight,Insight
material.good.insightdatabank,Insight Data Bank,Insight Data Bank,Insight-Datenbank,Banco de datos de Insight,Banque de données d’Insight,Banco de Dados Insight,Банк данных Insight,Insight Data Bank
material.good.insightentertainmentsuite,Insight Entertainment Suite,Insight Entertainment Suite,Insight-Entertainment-Bibliothek,Paquete de entretenimiento de Insight,Divertissements Insight,Suíte de Entretenimento Insight,Развлекательное устройство Insight,Insight Entertainment Suite
material.good.ionisedgas,Ionised Gas,Ionised Gas,Ionisiertes Gas,Gas ionizado,Gaz ionisé,Gás Ionizado,Ионизированный газ,Ionised Gas
material.good.largecapacitypowerregulator,Power Regulator,Power Regulator,Energieregulator,Regulador de potencia,Régulateur de puissance,Regulador de energia,Регулятор мощности,Power Regulator
material.good.lazarus,Lazarus,Lazarus,Lazarus,Lazarus,Lazare,Lázaro,Лазарь,Lazarus
material.good.microbialinhibitor,Microbial Inhibitor,Microbial Inhibitor,Mikrobieller Hemmstoff,Inhibidor microbiano,Inhibiteur microbien,Inibidor Microbiótico,Микробный ингибитор,Microbial Inhibitor
material.good.mutageniccatalyst,Mutagenic Catalyst,Mutagenic Catalyst,Mutagen-Katalysator,Catalizador mutagénico,Catalyseur mutagène,Catalisador Mutagênico,Мутагенный катализатор,Mutagenic Catalyst
material.good.nutritionalconcentrate,Nutritional Concentrate,Nutritional Concentrate,Nahrungskonzentrat,Concentrado nutritivo,Concentré nutritif,Concentrado Nutricional,Питательный концентрат,Nutritional Concentrate
material.good.personalcomputer,Personal Computer,Personal Computer,Personal Computer,Ordenador personal,Ordinateur personnel,Computador Pessoal,Персональный компьютер,Personal Computer
material.good.personaldocuments,Personal Documents,Personal Documents,Persönliche Dokumente,Documentos personales,Documents personnels,Documentos Pessoais,Личные документы,Personal Documents
material.good.petrifiedfossil,Petrified Fossil,Petrified Fossil,Versteinertes Fossil,Fósil petrificado,Fossile pétrifié,Fóssil Petrificado,Окаменелость,Petrified Fossil
material.good.push,Push,Push,Push,Push,Boost,Push,Рывок,Push
material.good.pyrolyticcatalyst,Pyrolytic Catalyst,Pyrolytic Catalyst,Pyrolytischer Katalysator,Catalizador pirolítico,Catalyseur pyrolytique,Catalisador Pirolítico,Пиролитический катализатор,Pyrolytic Catalyst
material.good.refinementprocesssample,Refinement Process Sample,Refinement Process Sample,Raffinerieverfahren-Probe,Muestra de proceso refinado,Échantillon de production de raffinage,Amostra de Processo de Refino,Образец с очистного производства,Refinement Process Sample
material.good.shipschematic,Ship Schematic,Ship Schematic,Schiffsplan,Esquema de nave,Plan de vaisseau,Esquema de Nave,План корабля,Ship Schematic
material.good.suitschematic,Suit Schematic,Suit Schematic,Anzugplan,Esquema de traje,Plan de combinaison,Esquema de Traje,Эскиз комбинезона,Suit Schematic
material.good.surveillanceequipment,Surveillance Equipment,Surveillance Equipment,Überwachungsausrüstung,Equipo de supervivencia,Équipement de surveillance,Equipamento de Vigilância,Оборудование для наблюдения,Surveillance Equipment
material.good.syntheticgenome,Synthetic Genome,Synthetic Genome,Synthetisches Genom,Genoma sintético,Génome de synthèse,Genoma Sintético,Синтетический геном,Synthetic Genome
material.good.syntheticpathogen,Synthetic Pathogen,Synthetic Pathogen,Synthetischer Erreger,Patógeno sintético,Pathogène de synthèse,Patógeno Sintético,Синтетический патоген,Synthetic Pathogen
material.good.trueformfossil,True Form Fossil,True Form Fossil,Makelloses Fossil,Fósil puro,Fossile intact,Fóssil Exemplar,Окаменелость истинной формы,True Form Fossil
material.good.universaltranslator,Universal Translator,Universal Translator,Universal-Übersetzer,Traductor universal,Traducteur universel,Tradutor Universal,Универсальный переводчик,Universal Translator
material.good.unknown,UNKNOWN,UNKNOWN,UNBEKANNT,DESCONOCIDO,INCONNU,DESCONHECIDO,НЕИЗВЕСТНЫЙ,UNKNOWN
material.good.vehicleschematic,Vehicle Schematic,Vehicle Schematic,Fahrzeugplan,Esquema de vehículo,Plan de véhicule,Esquema de Veículo,Чертеж транспорта,Vehicle Schematic
material.good.weaponschematic,Weapon Schematic,Weapon Schematic,Waffenplan,Esquema de arma,Plan d’arme,Esquema de Arma,Чертеж оружия,Weapon Schematic
material.good.biomechanicalcomponent,Spire Refinery Compound,,,Compuesto de Refinería de Aguja,,,Очищающий компонент шпиля,Spire Refinery Compound
material.good.sabotagedcomponent,Contaminated Spire Refinery Compound,,,Compuesto de Refinería de Aguja Contaminado,,,Зараженный очищающий компонент шпиля,Contaminated Spire Refinery Compound
material.good.powerindustrial,Industrial Component,,,Componente industrial,,,Промышленный компонент,Industrial Component
material.good.powermiscindust,Industrial Machinery,,,Maquinaria industrial,,,Промышленные машины,Industrial Machinery
material.good.powerinventory,Inventory Record,,,Registro de inventario,,,Опись имущества,Inventory Record
material.good.powerplaymilitary,Military Schematic,,,Plano militar,,,Военные схемы,Military Schematic
material.good.powerelectronics,Electronics Package,,,Paquete de componentes electrónicos,,,Набор электроники,Electronics Package
material.good.powercomputer,Computer Parts,,,Piezas informáticas,,,Компьютерные детали,Computer Parts
material.good.powerexperiment,Experiment Prototype,,,Prototipo experimental,,,Экспериментальный прототип,Experiment Prototype
material.good.poweragriculture,Agricultural Sample,,,Muestra de proceso agrícola,,,Образец сельхозпроизводства,Agricultural Sample
material.good.powerextraction,Extraction Sample,,,Extracción fallida,,,Образец добычи,Extraction Sample
material.good.powerequipment,Personal protective Equipment,,,Equipamiento de protección personal,,,Средства индивидуальной защиты,Personal protective Equipment
material.good.powermedical,Medical Sample,,,Naves Médicas,,,Медицинский образец,Medical Sample
material.good.powermisccomputer,Data Storage Device,,,Dispositivo de almacenamiento de datos,,,Запоминающее устройство,Data Storage Device
material.good.powersecurity,Security Logs,,,Registros de seguridad,,,Журнал службы безопасности,Security Logs
material.good.powerpower,Energy Regulator,,,Regulador de energía,,,Энергорегулятор,Energy Regulator
material.good.powerresearch,Research Notes,,Forschungsnotizen,Notas de investigación,,,Исследовательские заметки,Research Notes
