messageKey,,en,de,es,fr,pt,ru,zh_CN
blueprint.group.name.point_defences,Point Defences,,,Defensa de Punto,,Defesas de ponto,Турели точечной обороны,Point Defences
blueprint.group.name.shield_boosters,Shield Boosters,,,Potenciadores de Escudo,,Potencializadores de escudo,Усилители щита,Shield Boosters
blueprint.group.name.pulse_wave_analysers,Pulse Wave Analysers,Pulse Wave Analysers,,Analizadores de Onda de Pulso,,Analisadores de onda de pulso,Анализаторы импульсных волн,Pulse Wave Analysers
blueprint.group.name.xenos,Xenos,Xenos,,Xenos,,Xenos,Ксено,Xenos
blueprint.group.name.armours,Armours,,,Blindajes,,Blindagens,Переборки,Armours
blueprint.group.name.frame_shift_drives,Frame Shift Drives,,,Motores de Distorsión,,Motores de Distorção de Fase,Двигатели FSD,Frame Shift Drives
blueprint.group.name.life_supports,Life Supports,,,Soportes Vitales,,Suportes de vida,Системы жизнеобеспечения,Life Supports
blueprint.group.name.power_distributors,Power Distributors,,,Distribuidores de Energía,,Distribuidores de energia,Распределители питания,Power Distributors
blueprint.group.name.power_plants,Power Plants,,,Núcleos de Energía,,Geradores de energia,Силовые установки,Power Plants
blueprint.group.name.sensors,Sensors,,,Sensores,,Sensores,Сенсоры,Sensors
blueprint.group.name.thrusters,Thrusters,,,Impulsores,,Propulsores,Маневровые двигатели,Thrusters
blueprint.group.name.auto_field_maintenance_units,Auto Field Maintenance Units,,,Unidades de Automantenimiento,,Unidades de manutenção de campo,Блоки автоматического полевого ремонта,Auto Field Maintenance Units
blueprint.group.name.collector_limpet_controllers,Collector Limpet Controllers,,,Lanzadores de Drones Colectores,,Controladores de Drone coletores,Контроллеры дронов-сборщиков,Collector Limpet Controllers
blueprint.group.name.detailed_surface_scanners,Detailed Surface Scanners,,,Escáneres de Análisis de Superficie,,Scanners de superfície detalhados,Подробные сканеры поверхности,Detailed Surface Scanners
blueprint.group.name.decontamination_limpet_controllers,Decontamination Limpet Controllers,,,Lanzadores de Drones de Descontamincación,,Controladores de Drone de descontaminação,Контроллеры дронов-очистителей,Decontamination Limpet Controllers
blueprint.group.name.anti_corrosion_cargo_racks,Anti Corrosion Cargo Racks,,,Bodegas de Carga Anticorrosión,,Estantes de carga anticorrosão,Антикоррозийные грузовые стеллажи,Anti Corrosion Cargo Racks
blueprint.group.name.decontamination_limpet_controllers,Decontamination Limpet Controllers,,,Lanzadores de Drones de Descontaminación,,Controladores de Drone de descontaminação,Контроллеры дронов-очистителей,Decontamination Limpet Controllers
blueprint.group.name.experimental_weapon_stabilisers,Experimental Weapon Stabilisers,,,Estabilizadores de Armas Experimentales,,Estabilizadores de armas experimentais,Экспериментальные стабилизаторы оружия,Experimental Weapon Stabilisers
blueprint.group.name.fighter_hangars,Fighter Hangars,,,Hangares de Cazas,,Hangares de caça,Ангары для истребителей,Fighter Hangars
blueprint.group.name.meta_alloy_hull_reinforcement_packages,Meta Alloy Hull Reinforcement Packages,,,Paquetes de Refuerzo Estructural de Aleaciones Metálicas,,Pacotes de reforço de casco com metaligas,Метасплавные усилители корпуса,Meta Alloy Hull Reinforcement Packages
blueprint.group.name.multi_limpet_controllers,Multi Limpet Controllers,,,Lanzadores Multi-Dron,,Multicontroladores de Drone,Универсальные мультиконтроллеры дронов,Multi Limpet Controllers
blueprint.group.name.passenger_cabins,Passenger Cabins,,,Cabinas de Pasajeros,,Cabines de passageiros,Пассажирские каюты,Passenger Cabins
blueprint.group.name.planetary_vehicle_hangars,Planetary Vehicle Hangars,,,Hangares de Vehículos Planetarios,,Hangares de veículos planetários,Ангары ТРП,Planetary Vehicle Hangars
blueprint.group.name.prospector_limpet_controllers,Prospector Limpet Controllers,,,Lanzadores de Drones Prospectores,,Controladores de Drone prospector,Контроллеры дронов-геологоразведчиков,Prospector Limpet Controllers
blueprint.group.name.recon_limpet_controllers,Recon Limpet Controllers,,,Lanzadores de Drones de Reconocimiento,,Controladores de Drone de reconhecimento,Контроллеры дронов-разведичиков,Recon Limpet Controllers
blueprint.group.name.repair_limpet_controllers,Repair Limpet Controllers,,,Lanzadores de Drones de Reparación,,Controladores de Drone de reparo,Контроллеры Дронов-ремонтников,Repair Limpet Controllers
blueprint.group.name.research_limpet_controllers,Research Limpet Controllers,,,Lanzadores de Drones de Investigación,,Controladores de Drone de pesquisa,Контроллеры дронов-исследователей,Research Limpet Controllers
blueprint.group.name.shield_generators,Shield Generators,,,Generadores de Escudos,,Geradores de escudo,Генераторы щита,Shield Generators
blueprint.group.name.guardian_module_reinforcement_packages,Guardian Module Reinforcement Packages,,,Paquetes de Refuerzo de Módulo Guardián,,Pacotes de reforço de módulo Guardian,Наборы для усиления модуля Стражей,Guardian Module Reinforcement Packages
blueprint.group.name.guardian_shield_reinforcement_packages,Guardian Shield Reinforcement Packages,,,Paquete de Refuezo de Escudo Guardián,,Pacotes de reforço de escudo Guardian,Наборы для усиления щита Стражей,Guardian Shield Reinforcement Packages
blueprint.group.name.hull_reinforcement_packages,Hull Reinforcement Packages,,,Paquetes de Refuerzo Estructural,,Pacotes de reforço de casco,Наборы для усиления корпуса,Hull Reinforcement Packages
blueprint.group.name.module_reinforcement_packages,Module Reinforcement Packages,,,Paquetes de Refuerzo de Módulo,,Pacotes de reforço de módulo,Наборы для усиления модуля,Module Reinforcement Packages
blueprint.group.name.frame_shift_drive_interdictors,Frame Shift Drive Interdictors,,,Interdictores,,Interditor de Motor de Distorção de Fase,Перехватчики FSD,Frame Shift Drive Interdictors
blueprint.group.name.fuel_scoops,Fuel Scoops,,,Colectores de Combustible,,Coletor de Combustível,Топливозаборники,Fuel Scoops
blueprint.group.name.fuel_transfer_limpet_controllers,Fuel Transfer Limpet Controllers,,,Lanzadores de Drones de Combustible,,Controladores de Drone de Combustível,Контроллеры дронов-заправщиков,Fuel Transfer Limpet Controllers
blueprint.group.name.hatch_breaker_limpet_controllers,Hatch Breaker Limpet Controllers,,,Lanzadores de Drones de Extracción,,Controladores de Drone Quebra-escotilha,Контроллеры взломщиков трюмов,Hatch Breaker Limpet Controllers
blueprint.group.name.hull_reinforcement_packages,Hull Reinforcement Packages,,,Refuerzos de Casco,,Pacotes de reforço de casco,Наборы для усиления корпуса,Hull Reinforcement Packages
blueprint.group.name.guardian_hull_reinforcement_packages,Guardian Hull Reinforcement Packages,,,Paquete de Refuerzo Estructural Guardián,,Pacotes de reforço de casco Guardian,Наборы для усиления корпуса Стражей,Guardian Hull Reinforcement Packages
blueprint.group.name.prospector_limpet_controllers,Prospector Limpet Controllers,,,Lanzadores de Drones Prospectores,,Controladores de Drones de Prospectores,Контроллеры дронов-геологоразведчиков,Prospector Limpet Controllers
blueprint.group.name.refineries,Refineries,,,Refinerias,,Refinarias,Очистители,Refineries
blueprint.group.name.shield_cell_banks,Shield Cell Banks,,,Acumuladores de Escudos,,Bancos de células de Escudo,Щитонакопители,Shield Cell Banks
blueprint.group.name.shield_generators,Shield Generators,,,Generadores de Escudos,,Geradores de Escudo,Генераторы щита,Shield Generators
blueprint.group.name.computers,Computers,,,Computadoras,,Computadores,Компьютеры,Computers
blueprint.group.name.engineer_unlocks,Engineer Unlocks,,,Desbloqueos de Ingeniero,,Desbloqueios de engenheiros,Разблокировки инженеров,Engineer Unlocks
blueprint.group.name.synthesis,Synthesis,,,Síntesis,,Síntese,Синтез,Synthesis
blueprint.group.name.techbrokers,Techbrokers,,,Brókers de Tecnología,,Mediadores de Tecnologia,Техноброкеры,Techbrokers
blueprint.group.name.cargo_racks,Cargo Racks,,,Bodega de Carga,,Racks de carga,Грузовые стеллажи,Cargo Racks
blueprint.group.name.fuel_tanks,Fuel Tanks,,,Tanques de Combustible,,Tanques de combustível,Топливные баки,Fuel Tanks
blueprint.group.name.cargo_hatches,Cargo Hatches,,,Escotillas de Carga,,Escotilhas de carga,Грузовые ковши,Cargo Hatches
blueprint.group.name.passenger_cabins,Passenger Cabins,,,Cabinas de Pasajero,,Cabines de passageiros,Пассажирские каюты,Passenger Cabins
blueprint.group.name.discovery_scanners,Discovery Scanners,,,Escáneres de Descubrimiento,,Scanners de descoberta,Исследовательские сканеры,Discovery Scanners
blueprint.group.name.frame_shift_drive_boosters,Guardian Frame Shift Drive Boosters,,,Potenciadores de Motor de Distorsión Guardián,,Amplificadores de Motor de Distorção de Fase Guardian,Ускорители FSD Стражей,Guardian Frame Shift Drive Boosters
