messageKey,,en,de,es,fr,pt,ru,zh_CN
ship.stats.engine.currentrecharge,Current recharge,,,Recarga Actual,,Recarga Atual,Текущая перезарядка,Current recharge
ship.stats.engine.minspeed,Minimum speed(Full Cargo),,,Velocidad Mínima(Carga Completa),,Velocidade Mínima (Carga Plena),Минимальная скорость (полный трюм),Minimum speed(Full Cargo)
ship.stats.engine.minboost,Minimum boost(Full Cargo),,,Postquemador Mínimo(Carga Completa),,Impulso Máximo (Carga Plena),Минимальное ускорение (полный трюм),Minimum boost(Full Cargo)
ship.stats.engine.minrecharge,Minimum recharge(Full Cargo),,,Recarga Mínima(Carga Completa),,Recarga Mínima (Carga Plena),Минимальная перезарядка (полный трюм),Minimum recharge(Full Cargo)
ship.stats.engine.maxspeed,Maximum speed(No Cargo),,,Velocidad Máxima(Sin Carga),,Velocidade Máxima (Sem Carga),Максимальная скорость (нет груза),Maximum speed(No Cargo)
ship.stats.engine.maxboost,Maximum boost(No Cargo),,,Postquemador Máximo(Sin Carga),,Impulso Máximo (Sem Carga),Максимальное ускорение (нет груза),Maximum boost(No Cargo)
ship.stats.engine.maxrecharge,Maximum recharge(No Cargo),,,Máxima Recarga(Sin Carga),,Recarga Máxima (Sem Carga),Максимальная перезарядка (нет груза),Maximum recharge(No Cargo)
ship.stats.handling,Handling,,,Manejo,,Manobrabilidade,Управление,Handling
ship.stats.handling.pitch,Pitch,,,Cabeceo,,Arfagem,Тангаж,Pitch
ship.stats.handling.roll,Roll,,,Alabeo,,Rolamento,Крен,Roll
ship.stats.handling.yaw,Yaw,,,Guiñada,,Guinada,Рыскание,Yaw
ship.stats.handling.pitch.value,{0} °/s,,,,,,{0} °/с,{0} °/s
ship.stats.handling.roll.value,{0} °/s,,,,,,{0} °/с,{0} °/s
ship.stats.handling.yaw.value,{0} °/s,,,,,,{0} °/с,{0} °/s
ship.stats.handling.currentpitch,Current Pitch,,,Cabeceo Actual,,Arfagem Atual,Текущий тангаж,Current Pitch
ship.stats.handling.currentroll,Current Roll,,,Alabeo Actual,,Rolamento Atual,Текущий крен,Current Roll
ship.stats.handling.currentyaw,Current Yaw,,,Guiñada Actual,,Guinada Atual,Текущее рыскание,Current Yaw
ship.stats.handling.minimumpitch,Minimum Pitch,,,Cabeceo Mínimo,,Arfagem Mínima,Минимальный тангаж,Minimum Pitch
ship.stats.handling.minimumroll,Minimum Roll,,,Alabeo Mínimo,,Rolamento Mínima,Минимальный крен,Minimum Roll
ship.stats.handling.minimumyaw,Minimum Yaw,,,Guiñada Mínima,,Guinada Mínima,Минимальное рыскание,Minimum Yaw
ship.stats.handling.maximumpitch,Maximum Pitch,,,Cabeceo Máximo,,Arfagem Máxima,Максимальный тангаж,Maximum Pitch
ship.stats.handling.maximumroll,Maximum Roll,,,Alabeo Máximo,,Rolamento Máxima,Максимальный крен,Maximum Roll
ship.stats.handling.maximumyaw,Maximum Yaw,,,Guiñada Máxima,,Guinada Máxima,Максимальное рыскание,Maximum Yaw
ship.stats.armour,Armour,,,Blindaje,,Blindagem,Броня,Armour
ship.stats.armour.resistanceraw,Resistance Raw,,,Resistencia Básica,,Resistência Total,Чистое сопротивление,Resistance Raw
ship.stats.armour.resistancekinetic,Resistance Kinetic,,,Resistencia Cinética,,Resistência Cinética,Кинетическое сопротивление,Resistance Kinetic
ship.stats.armour.resistancethermal,Resistance Thermal,,,Resistencia Térmica,,Resistência Térmica,Термальное сопротивление,Resistance Thermal
ship.stats.armour.resistanceexplosive,Resistance Explosive,,,Resistencia Explosiva,,Resistência a Explosão,Взрывное сопротивление,Resistance Explosive
ship.stats.armour.resistancecaustic,Resistance Caustic,,,Resistencia Caústica,,Resistência Cáustica,Едкое сопротивление,Resistance Caustic
ship.stats.armour.integrityraw,Integrity Raw,,,Integridad Básica,,Integridade Básica,Чистая целостность,Integrity Raw
ship.stats.armour.integritykinetic,Integrity Kinetic,,,Integridad Cinética,,Integridade Cinética,Кинетическая целостность,Integrity Kinetic
ship.stats.armour.integritythermal,Integrity Thermal,,,Integridad Térmica,,Integridade Térmica,Термальная целостность,Integrity Thermal
ship.stats.armour.integrityexplosive,Integrity Explosive,,,Integridad Explosiva,,Integridade Explosiva,Взрывная целостность,Integrity Explosive
ship.stats.armour.integritycaustic,Integrity Caustic,,,Integridad Caústica,,Integridade Cáustica,Едкая целостность,Integrity Caustic
ship.stats.shield,Shield,,,Escudos,,Escudos,Щиты,Shield
ship.stats.shield.resistancekinetic,Resistance Kinetic,,,Resistencia Cinética,,Resistência Cinética,Кинетическое сопротивление,Resistance Kinetic
ship.stats.shield.resistancethermal,Resistance Thermal,,,Resistencia Térmica,,Resistência Térmica,Термальное сопротивление,Resistance Thermal
ship.stats.shield.resistanceexplosive,Resistance Explosive,,,Resistencia Explosiva,,Resistência Explosiva,Взрывное сопротивление,Resistance Explosive
ship.stats.shield.resistancecaustic,Resistance Caustic,,,Resistencia Caústica,,Resistência Caústica,Едкое сопротивление,Resistance Caustic
ship.stats.shield.strengthraw,Strength Raw,,,Fuerza Básica,,Força Básica,Чистая мощность,Strength Raw
ship.stats.shield.strengthkinetic,Strength Kinetic,,,Fuerza Cinética,,Força Cinética,Кинетическая мощность,Strength Kinetic
ship.stats.shield.strengththermal,Strength Thermal,,,Fuerza Térmica,,Força Térmica,Термальная мощность,Strength Thermal
ship.stats.shield.strengthexplosive,Strength Explosive,,,Fuerza Explosiva,,Força Explosiva,Взрывная мощность,Strength Explosive
ship.stats.shield.strengthcaustic,Strength Caustic,,,Fuerza Caústica,,Força Caústica,Едкая мощность,Strength Caustic
ship.stats.shield.raw,Raw,,,Básico,,Básico,Абсолют,Raw
ship.stats.shield.kinetic,Kinetic,,,Cinético,,Cinético,Кинетика,Kinetic
ship.stats.shield.thermal,Thermal,,,Térmico,,Térmico,Термал,Thermal
ship.stats.shield.explosive,Explosive,,,Explosivo,,Explosivo,Взрыв,Explosive
ship.stats.shield.caustic,Caustic,,,Caústico,,Caústico,Едкое,Caustic
ship.stats.weapon,Weapon,,,Armas,,Armas,Оружие,Weapon
ship.stats.weapon.rawdamage,Raw Damage,,,Daño Básico,,Dano básico,Общий урон,Raw Damage
ship.stats.weapon.absolutepercentage,Absolute,,,Absoluto,,Absoluto,Абсолют.,Absolute
ship.stats.weapon.kineticpercentage,Kinetic,,,Cinético,,Cinético,Кинетич.,Kinetic
ship.stats.weapon.thermalpercentage,Thermal,,,Térmico,,Térmico,Термал.,Thermal
ship.stats.weapon.explosivepercentage,Explosive,,,Explosivo,,Explosivo,Взрыв.,Explosive
ship.stats.weapon.causticpercentage,Caustic,,,Caústico,,Caústico,Едкий,Caustic
ship.stats.weapon.antixenopercentage,Anti-Xeno,,,Anti-Xeno,,Anti-Xeno,АИ,Anti-Xeno
ship.stats.weapon.burstduration,Burst duration,,,Duración de la Ráfaga,,Duração de Pico,Время очереди,Burst duration
ship.stats.weapon.ammoduration,Ammo duration,,,Duración de la Munición,,Duração de Munição,Время магазина,Ammo duration
ship.stats.weapon.rawdamage.value,{0} dps,,,,,,{0} УвС,{0} dps
ship.stats.weapon.value,{0}%,,,,,,,{0}%
ship.stats.weapon.burstduration.value,{0} s,,,,,,{0} с,{0} s
ship.stats.weapon.ammoduration.value,{0} s,,,,,,{0} с,{0} s
ship.stats.price,Price,,,Precio,,Preço,Цена,Price
ship.stats.price.price.value,{0} Cr,,,,,,{0} Кр,{0} Cr
ship.stats.price.rebuy.value,{0} Cr,,,,,,{0} Кр,{0} Cr
ship.stats.price.price,Price,,,Precio,,Preço,Цена,Price
ship.stats.price.rebuy,Rebuy,,,Recompra,,Recompra,Страховка,Rebuy
ship.stats.shield.regen,Regenerate,,,Regeneración,,Regeneração,Регенерация,Regenerate
ship.stats.shield.rebuild,Rebuild,,,Reconstrucción,,Reconstrução,Восстановление,Rebuild
ship.stats.shield.regen.tooltip,"Time to regenerate shields from 50% to 100%, no Systems charge",,,"Tiempo para regenerar escudos del 50% al 100%, Sin carga en Sistemas",,"Tempo para regenerar escudos de 50% a 100%, sem carga de sistemas",Время на регенерацию щита с 50% до 100% без СИС,"Time to regenerate shields from 50% to 100%, no Systems charge"
ship.stats.shield.rebuild.tooltip,"Time to rebuild from 0% to 50%, including 16s delay, full Systems charge",,,"Tiempo para reconstruir escudos de 0% al 50%, incluyendo 16s de retraso, Carga de Sistemas completa",,"Tempo para reconstruir de 0% a 50%, incluindo atraso de 16s, carga total de sistemas",Время восстановления щита с 0% до 50% с полным СИС,"Time to rebuild from 0% to 50%, including 16s delay, full Systems charge"
ship.stats.shield.build.unit,{0} s,,,,,,{0} с,{0} s
ship.stats.armour.mrp.integrity.unit,{0},,,,,,,{0}
ship.stats.armour.mrp.protection.unit,{0}%,,,,,,,{0}%
ship.stats.armour.scb.restoration.unit,{0}x{1}%,,,,,,,{0}x{1}%
ship.stats.armour.mrp,Module Reinforcement Packages,,,Refuerzos de Módulo,,Pacotes de Reforço de Módulo,Набор для усиления модуля,Module Reinforcement Packages
ship.stats.armour.mrp.short,MRP,,,,,,НУМ,MRP
ship.stats.armour.mrp.integrity,Integrity,,,Integridad,,Integridade,Целостность,Integrity
ship.stats.armour.mrp.protection,Protection,,,Protección,,Proteção,Защита,Protection
ship.stats.armour.scb.restoration,Cell Bank,,,Banco de Células,,Banco de Células,Щитонакопитель,Cell Bank
ship.stats.config.power.group,Power group {0},,,Prioridad Energética {0},,Prioridade Energética {0},Огневая группа {0},Power group {0}
ship.stats.totaljumprange,Total jump range,,,,,,Макс. расстояние за бак,Total jump range
ship.stats.totaljumprange.value,{0} Ly,,,{0} AL,,{0} Al,{0} с.л.,{0} Ly
